web-scraper-order,web-scraper-start-url,base_link,base_link-href,superficie,price,adresse,img
"1740032742-5002","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-155m-almadies-boa-4523058","155","75 000 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4523058_uploaded_image1_1704195492.jpg""); width: 671px;"
"1740032746-5003","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-170m-sicap-keur-massar-4539963","170","11 500 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4539963_uploaded_image1_1704982740.jpg""); width: 671px;"
"1740032750-5004","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-300-m2-deni-gueth-4564140","300","5 000 000 CFA","Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4564140_uploaded_image1_1706282013.jpg""); width: 671px;"
"1740032754-5005","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-malika-4571715","150","16 000 000 CFA","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4571715_uploaded_image1_1706735291.jpg""); width: 671px;"
"1740032758-5006","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-zac-mbao-4523937","200","35 000 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4523937_uploaded_image1_1704229716.jpg""); width: 671px;"
"1740032761-5007","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-guadaye-4572048","","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4572048_uploaded_image1_1706759022.jpg""); width: 671px;"
"1740032766-5008","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-600m-qaly-4572539","600","36 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4572539_uploaded_image2_1706783730.jpeg""); width: 671px;"
"1740032771-5009","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-deni-birame-ndao-4541478","150","2 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4541478_uploaded_image1_1705058277.jpg""); width: 671px;"
"1740032774-5010","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-20-lots-tf-sicap-keur-massar-4572945","150 m2","12 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4572945_uploaded_image1_1706792986.jpg""); width: 671px;"
"1740032777-5011","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2-04-ha-djibelor-4573593","20402","65 000 000 CFA","Ziguinchor, Sénégal","background-image: url(""https://images.coinafrique.com/4573593_uploaded_image1_1706810342.jpg""); width: 671px;"
"1740032780-5012","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200m-keur-massar-4574216","200 m2","15 000 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4574216_uploaded_image1_1706841371.jpg""); width: 671px;"
"1740032784-5013","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4574217","150 m2","10 000 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4574217_uploaded_image1_1706841459.jpg""); width: 671px;"
"1740032789-5014","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-311m-sicap-liberte-5-4537513","311","180 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4537513_uploaded_image1_1704881733.jpg""); width: 671px;"
"1740032793-5015","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-160m-cite-nouvelle-horizon-4574939","160 m2","19 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4574939_uploaded_image1_1706876540.jpg""); width: 671px;"
"1740032797-5016","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-900m-mbour-4574954","900","4 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4574954_uploaded_image1_1706877004.jpg""); width: 671px;"
"1740032800-5017","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-fann-hock-4534188","5","165 000 000 CFA","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4534188_uploaded_image1_1704729850.jpg""); width: 671px;"
"1740032804-5018","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-382m-dakar-plateau-4527150","382","600 000 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4527150_uploaded_image1_1704380301.jpg""); width: 671px;"
"1740032813-5019","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-liberte-4-4527866","3","80 000 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4527866_uploaded_image2_1704409544.jpeg""); width: 671px;"
"1740032818-5020","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-202m-thies-4576643","202","3 000 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4576643_uploaded_image1_1706969041.jpg""); width: 671px;"
"1740032821-5021","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-dieuppeul-3-4529297","325","217 000 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4529297_uploaded_image1_1704474204.jpg""); width: 671px;"
"1740032824-5022","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4537992","300","8 500 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4537992_uploaded_image1_1704891579.69.jpeg""); width: 671px;"
"1740032828-5023","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-1004m-cite-keur-gorgui-4537905","1004","1 000 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4537905_uploaded_image1_1704888959.jpg""); width: 671px;"
"1740032839-5024","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-parcelle-assainies-unites-15-4529883","300","75 000 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1740032852-5025","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/vente-maison-a-demolir-tf-rufisque-4569442","400 m2","40 000 000 CFA","Rufisque, Sénégal",""
"1740032878-5026","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4578081","150 m2","30 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4578081_uploaded_image2_1707071416.jpeg""); width: 671px;"
"1740032904-5027","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-rufisque-4578250","150","35 000 000 CFA","Rufisque, Sénégal",""
"1740032906-5028","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-1200m-fann-4535205","1200","1 400 000 000 CFA","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4535205_uploaded_image1_1704789855.jpg""); width: 671px;"
"1740032910-5029","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-400m-mbour-4578956","400","22 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4578956_uploaded_image2_1707131642.jpeg""); width: 671px;"
"1740032913-5030","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-sandiara-4579776","300 m2","3 000 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4579776_uploaded_image1_1707158295.jpg""); width: 671px;"
"1740032919-5031","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2-hectares-mbour-4579825","17700 m2","40 000 CFA","Mbour, Sénégal",""
"1740032923-5032","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-800m-saly-diambar-4580138","800 m2","37 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4580138_uploaded_image1_1707174677.jpg""); width: 671px;"
"1740032927-5033","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-500m-saly-residence-4580141","500 m2","23 000 000 CFA","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4580141_uploaded_image1_1707174954.jpg""); width: 671px;"
"1740032933-5034","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-niaga-4580261","150","6 000 000 CFA","Niaga, Sénégal",""
"1740032939-5035","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-niancourap-4580771","150","14 000 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4580771_uploaded_image1_1707216762.jpg""); width: 671px;"
"1740032945-5036","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-sipres-4580806","200","900 000 CFA","Sipres, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4580806_uploaded_image3_1707217761.jpeg""); width: 671px;"
"1740032949-5037","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-1000-m-point-e-4580933","1000","1 200 000 CFA","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4580933_uploaded_image1_1707221291.jpg""); width: 671px;"
"1740032953-5038","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2000u-mboro-plage-4535631","2000 m2","30 000 000 CFA","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/4535631_uploaded_image1_1704801714.2.jpeg""); width: 671px;"
"1740032957-5039","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-diamniadio-4581188","150","6 000 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4581188_uploaded_image1_1707229422.jpg""); width: 671px;"
"1740032961-5040","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-4581195","150","21 000 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4581195_uploaded_image1_1707229881.jpg""); width: 671px;"
"1740032965-5041","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bireume-ndao-4533706","150","2 000 000 CFA","Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4533706_uploaded_image1_1704716356.jpg""); width: 671px;"
"1740032969-5042","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-jumelles150-m-nord-foire-4581222","150","70 000 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4581222_uploaded_image1_1707231162.jpg""); width: 671px;"
"1740032972-5043","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-2-ha-daga-kholpa-4581377","26341 m2","30 000 CFA","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4581377_uploaded_image1_1707235243.jpg""); width: 671px;"
"1740032977-5044","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-jumeles-malicounda-4581440","225 m2","2 500 000 CFA","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4581440_uploaded_image1_1707237947.jpg""); width: 671px;"
"1740032980-5045","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-300m-toubab-dialaw-4582439","300 m2","8 000 000 CFA","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/4582439_uploaded_image1_1707299000.jpg""); width: 671px;"
"1740032985-5046","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-sicap-foire-4582720","150","90 000 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4582720_uploaded_image1_1707306325.jpg""); width: 671px;"
"1740032988-5047","https://sn.coinafrique.com/categorie/terrains?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/terrains/terrains-khinine-4583017","360 m2","2 000 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4583017_uploaded_image1_1707314257.jpg""); width: 671px;"
